City,Type,Area,Price,Purpose,Location,Built in year,Bedrooms,Bathrooms,price,Area_sqft,price_category,property_age_group,price_per_sqft,region
faisalabad,house,2 Marla,"PKR
65.5 Lakh",For Sale,"New Green Town, Faisalabad, Punjab",,2.0,2.0,6550000.0,544.5,Low,,12029.384756657484,Punjab
faisalabad,house,4 Marla,"PKR
2.25 Crore",For Sale,"Gulistan Colony No 1, Faisalabad, Punjab",,5.0,3.0,22500000.0,1089.0,Mid,,20661.15702479339,Punjab
faisalabad,flat,5.3 Marla,"PKR
3.3 Crore",For Sale,"Naturals Club & Resort, Faisalabad, Punjab",,2.0,2.0,33000000.0,14429.25,Mid,,2287.021154945683,Punjab
faisalabad,house,6 Marla,"PKR
2 Crore",For Sale,"Sitara Valley, Faisalabad, Punjab",,4.0,6.0,20000000.0,1633.5,Mid,,12243.648607284971,Punjab
faisalabad,house,10 Marla,"PKR
6.25 Crore",For Sale,"Canal Road, Faisalabad, Punjab",,5.0,6.0,62500000.0,2722.5,High,,22956.84113865932,Punjab
faisalabad,house,12 Marla,"PKR
5.5 Crore",For Sale,"Canal Road, Faisalabad, Punjab",2021.0,5.0,6.0,55000000.0,3267.0,High,New,16835.016835016835,Punjab
faisalabad,house,10 Marla,"PKR
5.5 Crore",For Sale,"Canal Garden, Faisalabad, Punjab",,4.0,6.0,55000000.0,2722.5,High,,20202.0202020202,Punjab
faisalabad,room,1.4 Marla,"PKR
30 Lakh",For Sale,"Jaranwala Road, Faisalabad, Punjab",,1.0,1.0,3000000.0,3811.5,Low,,787.0916961826052,Punjab
faisalabad,house,5.6 Marla,"PKR
2.6 Crore",For Sale,"Khayaban Gardens, Faisalabad, Punjab",2010.0,4.0,5.0,26000000.0,15246.0,Mid,Moderate,1705.3653417289781,Punjab
faisalabad,house,5 Marla,"PKR
2.3 Crore",For Sale,"Canal Road, Faisalabad, Punjab",2024.0,3.0,4.0,23000000.0,1361.25,Mid,New,16896.23507805326,Punjab
faisalabad,house,5 Marla,"PKR
2.05 Crore",For Sale,"Eden Gardens, Faisalabad, Punjab",2023.0,3.0,4.0,20500000.0,1361.25,Mid,New,15059.687786960514,Punjab
faisalabad,house,5 Marla,"PKR
1.9 Crore",For Sale,"Wapda City, Faisalabad, Punjab",,,,19000000.0,1361.25,Mid,,13957.759412304868,Punjab
faisalabad,house,5 Marla,"PKR
1.98 Crore",For Sale,"Wapda City, Faisalabad, Punjab",,,,19800000.0,1361.25,Mid,,14545.454545454546,Punjab
faisalabad,house,5 Marla,"PKR
1.85 Crore",For Sale,"Eden Orchard, Faisalabad, Punjab",,3.0,4.0,18500000.0,1361.25,Mid,,13590.449954086318,Punjab
faisalabad,house,5 Marla,"PKR
1.9 Crore",For Sale,"Eden Orchard, Faisalabad, Punjab",2022.0,3.0,4.0,19000000.0,1361.25,Mid,New,13957.759412304868,Punjab
faisalabad,house,10 Marla,"PKR
3.5 Crore",For Sale,"Muslim Town, Faisalabad, Punjab",2023.0,6.0,6.0,35000000.0,2722.5,Mid,New,12855.831037649219,Punjab
faisalabad,house,4 Marla,"PKR
1.65 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,3.0,3.0,16500000.0,1089.0,Mid,New,15151.515151515152,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2010.0,,,15500000.0,1361.25,Mid,Moderate,11386.593204775023,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2019.0,,,15500000.0,1361.25,Mid,New,11386.593204775023,Punjab
faisalabad,house,5 Marla,"PKR
1.33 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2022.0,3.0,4.0,13300000.0,1361.25,Mid,New,9770.431588613406,Punjab
faisalabad,house,2 Marla,"PKR
58 Lakh",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,2.0,3.0,5800000.0,544.5,Low,New,10651.974288337924,Punjab
faisalabad,house,7 Marla,"PKR
2.65 Crore",For Sale,"Al Barkat Villas, Faisalabad, Punjab",2024.0,,,26500000.0,1905.75,Mid,New,13905.28663255936,Punjab
faisalabad,house,10 Marla,"PKR
3 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2022.0,5.0,6.0,30000000.0,2722.5,Mid,New,11019.283746556473,Punjab
faisalabad,house,12.5 Marla,"PKR
3.15 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,6.0,6.0,31500000.0,34031.25,Mid,New,925.6198347107438,Punjab
faisalabad,house,10 Marla,"PKR
2.15 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2016.0,7.0,7.0,21500000.0,2722.5,Mid,New,7897.153351698807,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2019.0,,,15500000.0,1361.25,Mid,New,11386.593204775023,Punjab
faisalabad,house,10 Marla,"PKR
3.1 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2019.0,5.0,6.0,31000000.0,2722.5,Mid,New,11386.593204775023,Punjab
faisalabad,house,10 Marla,"PKR
3.9 Crore",For Sale,"Wapda City, Faisalabad, Punjab",2024.0,,,39000000.0,2722.5,Mid,New,14325.068870523415,Punjab
faisalabad,house,4 Marla,"PKR
1.45 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,3.0,4.0,14500000.0,1089.0,Mid,New,13314.967860422406,Punjab
faisalabad,house,6 Marla,"PKR
1.6 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2001.0,,,16000000.0,1633.5,Mid,Moderate,9794.918885827976,Punjab
faisalabad,house,6 Marla,"PKR
1.6 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2014.0,,,16000000.0,1633.5,Mid,Moderate,9794.918885827976,Punjab
faisalabad,house,4 Marla,"PKR
75 Lakh",For Sale,"Mansoorabad, Faisalabad, Punjab",2010.0,4.0,3.0,7500000.0,1089.0,Low,Moderate,6887.052341597796,Punjab
faisalabad,house,4 Marla,"PKR
75 Lakh",For Sale,"Mansoorabad, Faisalabad, Punjab",2010.0,4.0,3.0,7500000.0,1089.0,Low,Moderate,6887.052341597796,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",,,,15500000.0,1361.25,Mid,,11386.593204775023,Punjab
faisalabad,house,1 Kanal,"PKR
4.85 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,,,48500000.0,5445.0,Mid,New,8907.254361799816,Punjab
faisalabad,house,10 Marla,"PKR
3 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,4.0,5.0,30000000.0,2722.5,Mid,New,11019.283746556473,Punjab
faisalabad,house,5 Marla,"PKR
1.6 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,,,16000000.0,1361.25,Mid,New,11753.902662993572,Punjab
faisalabad,house,6 Marla,"PKR
1.6 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,,,16000000.0,1633.5,Mid,New,9794.918885827976,Punjab
faisalabad,house,10 Marla,"PKR
3.1 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2021.0,5.0,6.0,31000000.0,2722.5,Mid,New,11386.593204775023,Punjab
faisalabad,house,10 Marla,"PKR
2.15 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2016.0,7.0,7.0,21500000.0,2722.5,Mid,New,7897.153351698807,Punjab
faisalabad,house,5 Marla,"PKR
1.4 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2023.0,3.0,4.0,14000000.0,1361.25,Mid,New,10284.664830119376,Punjab
faisalabad,house,6 Marla,"PKR
2.1 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2022.0,4.0,5.0,21000000.0,1633.5,Mid,New,12855.831037649219,Punjab
faisalabad,house,1 Kanal,"PKR
4.85 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,,,48500000.0,5445.0,Mid,New,8907.254361799816,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2010.0,,,15500000.0,1361.25,Mid,Moderate,11386.593204775023,Punjab
faisalabad,house,3 Marla,"PKR
1.15 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,4.0,5.0,11500000.0,816.75,Mid,New,14080.195898377717,Punjab
faisalabad,house,1 Kanal,"PKR
6 Crore",For Sale,"Canal Road, Faisalabad, Punjab",2024.0,5.0,6.0,60000000.0,5445.0,High,New,11019.283746556473,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2019.0,,,15500000.0,1361.25,Mid,New,11386.593204775023,Punjab
faisalabad,house,5 Marla,"PKR
1.38 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2023.0,4.0,4.0,13799999.999999998,1361.25,Mid,New,10137.741046831954,Punjab
faisalabad,house,9 Marla,"PKR
1.45 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2010.0,,,14500000.0,2450.25,Mid,Moderate,5917.763493521069,Punjab
faisalabad,house,10 Marla,"PKR
2.15 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2016.0,7.0,7.0,21500000.0,2722.5,Mid,New,7897.153351698807,Punjab
faisalabad,house,6 Marla,"PKR
1.6 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2012.0,,,16000000.0,1633.5,Mid,Moderate,9794.918885827976,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2019.0,,,15500000.0,1361.25,Mid,New,11386.593204775023,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2019.0,,,15500000.0,1361.25,Mid,New,11386.593204775023,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2010.0,,,15500000.0,1361.25,Mid,Moderate,11386.593204775023,Punjab
faisalabad,house,10 Marla,"PKR
3 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2022.0,5.0,6.0,30000000.0,2722.5,Mid,New,11019.283746556473,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2010.0,,,15500000.0,1361.25,Mid,Moderate,11386.593204775023,Punjab
faisalabad,house,6 Marla,"PKR
1.6 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,,,16000000.0,1633.5,Mid,New,9794.918885827976,Punjab
faisalabad,house,5 Marla,"PKR
1.55 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2019.0,,,15500000.0,1361.25,Mid,New,11386.593204775023,Punjab
faisalabad,house,10 Marla,"PKR
2.6 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",,,,26000000.0,2722.5,Mid,,9550.045913682277,Punjab
faisalabad,house,5 Marla,"PKR
1.7 Crore",For Sale,"Jaranwala Road, Faisalabad, Punjab",2020.0,,,17000000.0,1361.25,Mid,New,12488.52157943067,Punjab
faisalabad,house,5 Marla,"PKR
1.75 Crore",For Sale,"Jaranwala Road, Faisalabad, Punjab",2024.0,,,17500000.0,1361.25,Mid,New,12855.831037649219,Punjab
faisalabad,house,10 Marla,"PKR
4 Crore",For Sale,"Gulistan Colony No 1, Faisalabad, Punjab",,4.0,4.0,40000000.0,2722.5,Mid,,14692.378328741965,Punjab
faisalabad,house,3 Marla,"PKR
87 Lakh",For Sale,"Eden Gardens, Faisalabad, Punjab",2024.0,3.0,4.0,8700000.0,816.75,Low,New,10651.974288337924,Punjab
faisalabad,house,3 Marla,"PKR
2 Crore",For Sale,"Canal Road, Faisalabad, Punjab",,3.0,4.0,20000000.0,816.75,Mid,,24487.297214569942,Punjab
faisalabad,house,5 Marla,"PKR
2.5 Crore",For Sale,"Eden Valley, Faisalabad, Punjab",,4.0,5.0,25000000.0,1361.25,Mid,,18365.472910927456,Punjab
faisalabad,house,18 Marla,"PKR
6.25 Crore",For Sale,"Saeed Colony, Faisalabad, Punjab",2024.0,5.0,6.0,62500000.0,4900.5,High,New,12753.80063258851,Punjab
faisalabad,house,6.8 Marla,"PKR
2.3 Crore",For Sale,"Eden Gardens, Faisalabad, Punjab",,4.0,5.0,23000000.0,18513.0,Mid,,1242.3702263274456,Punjab
faisalabad,house,13 Marla,"PKR
5.5 Crore",For Sale,"Canal Road, Faisalabad, Punjab",2025.0,4.0,5.0,55000000.0,3539.25,High,New,15540.01554001554,Punjab
faisalabad,house,7 Marla,"PKR
4 Crore",For Sale,"Eden Valley, Faisalabad, Punjab",2022.0,5.0,6.0,40000000.0,1905.75,Mid,New,20989.111898202806,Punjab
faisalabad,house,1.5 Kanal,"PKR
8.5 Crore",For Sale,"Madina Town, Faisalabad, Punjab",,4.0,5.0,85000000.0,81675.0,High,,1040.7101316192225,Punjab
faisalabad,house,5 Marla,"PKR
2.2 Crore",For Sale,"Eden Gardens, Faisalabad, Punjab",2024.0,3.0,4.0,22000000.0,1361.25,Mid,New,16161.61616161616,Punjab
faisalabad,house,5 Marla,"PKR
2.1 Crore",For Sale,"Eden Gardens, Faisalabad, Punjab",2024.0,3.0,4.0,21000000.0,1361.25,Mid,New,15426.997245179064,Punjab
faisalabad,house,5 Marla,"PKR
2.5 Crore",For Sale,"Eden Valley, Faisalabad, Punjab",,,,25000000.0,1361.25,Mid,,18365.472910927456,Punjab
faisalabad,house,5 Marla,"PKR
1.88 Crore",For Sale,"Wapda City, Faisalabad, Punjab",,3.0,4.0,18800000.0,1361.25,Mid,,13810.835629017447,Punjab
faisalabad,house,5 Marla,"PKR
1.6 Crore",For Sale,"Lower Canal Road, Faisalabad, Punjab",,6.0,6.0,16000000.0,1361.25,Mid,,11753.902662993572,Punjab
faisalabad,house,4 Marla,"PKR
1.6 Crore",For Sale,"Jaranwala Road, Faisalabad, Punjab",2020.0,4.0,5.0,16000000.0,1089.0,Mid,New,14692.378328741965,Punjab
faisalabad,house,2 Marla,"PKR
55 Lakh",For Sale,"Jaranwala Road, Faisalabad, Punjab",,4.0,3.0,5500000.0,544.5,Low,,10101.0101010101,Punjab
faisalabad,house,2 Kanal,"PKR
25 Crore",For Sale,"Peoples Colony No 1, Faisalabad, Punjab",2024.0,6.0,6.0,250000000.0,10890.0,Luxury,New,22956.84113865932,Punjab
faisalabad,house,3 Marla,"PKR
60 Lakh",For Sale,"Jaranwala Road, Faisalabad, Punjab",,2.0,2.0,6000000.0,816.75,Low,,7346.189164370982,Punjab
faisalabad,house,5 Marla,"PKR
1.7 Crore",For Sale,"Al Najaf Colony, Faisalabad, Punjab",2024.0,6.0,4.0,17000000.0,1361.25,Mid,New,12488.52157943067,Punjab
faisalabad,house,3 Marla,"PKR
70 Lakh",For Sale,"Shalimar Park, Faisalabad, Punjab",2019.0,3.0,2.0,7000000.0,816.75,Low,New,8570.55402509948,Punjab
faisalabad,house,3 Marla,"PKR
80 Lakh",For Sale,"Jaranwala Road, Faisalabad, Punjab",2023.0,6.0,6.0,8000000.0,816.75,Low,New,9794.918885827976,Punjab
faisalabad,house,4 Marla,"PKR
1.6 Crore",For Sale,"Jaranwala Road, Faisalabad, Punjab",,4.0,5.0,16000000.0,1089.0,Mid,,14692.378328741965,Punjab
faisalabad,house,4 Marla,"PKR
1.4 Crore",For Sale,"Al Najaf Colony, Faisalabad, Punjab",2020.0,6.0,3.0,14000000.0,1089.0,Mid,New,12855.831037649219,Punjab
faisalabad,house,3 Marla,"PKR
45 Lakh",For Sale,"Jaranwala Road, Faisalabad, Punjab",2023.0,3.0,1.0,4500000.0,816.75,Low,New,5509.641873278237,Punjab
faisalabad,house,10 Marla,"PKR
4 Crore",For Sale,"Shadman Colony, Faisalabad, Punjab",2019.0,5.0,6.0,40000000.0,2722.5,Mid,New,14692.378328741965,Punjab
faisalabad,house,2 Marla,"PKR
40 Lakh",For Sale,"Jaranwala Road, Faisalabad, Punjab",,3.0,2.0,4000000.0,544.5,Low,,7346.189164370982,Punjab
faisalabad,house,5 Marla,"PKR
1.6 Crore",For Sale,"Al Najaf Colony, Faisalabad, Punjab",2024.0,6.0,5.0,16000000.0,1361.25,Mid,New,11753.902662993572,Punjab
faisalabad,house,4 Marla,"PKR
2 Crore",For Sale,"Al Najaf Colony, Faisalabad, Punjab",2021.0,6.0,6.0,20000000.0,1089.0,Mid,New,18365.472910927456,Punjab
faisalabad,house,5 Marla,"PKR
1.4 Crore",For Sale,"Jaranwala Road, Faisalabad, Punjab",2024.0,4.0,3.0,14000000.0,1361.25,Mid,New,10284.664830119376,Punjab
faisalabad,house,1.3 Kanal,"PKR
12 Crore",For Sale,"Khawaja Islam Road, Faisalabad, Punjab",2024.0,6.0,6.0,120000000.0,70785.0,High,New,1695.27442254715,Punjab
faisalabad,house,2.5 Marla,"PKR
1 Crore",For Sale,"Al Najaf Colony, Faisalabad, Punjab",,3.0,4.0,10000000.0,6806.25,Low,,1469.2378328741966,Punjab
faisalabad,house,2 Marla,"PKR
90 Lakh",For Sale,"Nemat Colony No 2, Faisalabad, Punjab",2023.0,4.0,4.0,9000000.0,544.5,Low,New,16528.92561983471,Punjab
faisalabad,house,5 Marla,"PKR
1.3 Crore",For Sale,"Green Town, Faisalabad, Punjab",2024.0,6.0,6.0,13000000.0,1361.25,Mid,New,9550.045913682277,Punjab
faisalabad,house,2 Marla,"PKR
55 Lakh",For Sale,"Jaranwala Road, Faisalabad, Punjab",,4.0,3.0,5500000.0,544.5,Low,,10101.0101010101,Punjab
faisalabad,house,2 Marla,"PKR
40 Lakh",For Sale,"Jaranwala Road, Faisalabad, Punjab",,3.0,2.0,4000000.0,544.5,Low,,7346.189164370982,Punjab
faisalabad,house,3 Marla,"PKR
45 Lakh",For Sale,"Jaranwala Road, Faisalabad, Punjab",2023.0,3.0,1.0,4500000.0,816.75,Low,New,5509.641873278237,Punjab
faisalabad,house,4 Marla,"PKR
2 Crore",For Sale,"Al Najaf Colony, Faisalabad, Punjab",2021.0,6.0,6.0,20000000.0,1089.0,Mid,New,18365.472910927456,Punjab
faisalabad,house,5 Marla,"PKR
1.7 Crore",For Sale,"Al Najaf Colony, Faisalabad, Punjab",2024.0,6.0,4.0,17000000.0,1361.25,Mid,New,12488.52157943067,Punjab
faisalabad,house,5 Marla,"PKR
1.95 Crore",For Sale,"Citi Housing, Faisalabad, Punjab",2025.0,3.0,4.0,19500000.0,1361.25,Mid,New,14325.068870523415,Punjab
faisalabad,house,5 Marla,"PKR
1.65 Crore",For Sale,"Citi Housing, Faisalabad, Punjab",,,,16500000.0,1361.25,Mid,,12121.212121212122,Punjab
faisalabad,house,10 Marla,"PKR
3 Crore",For Sale,"Citi Housing, Faisalabad, Punjab",2025.0,,,30000000.0,2722.5,Mid,New,11019.283746556473,Punjab
faisalabad,house,5 Marla,"PKR
2.4 Crore",For Sale,"Eden Valley, Faisalabad, Punjab",2024.0,4.0,5.0,24000000.0,1361.25,Mid,New,17630.853994490357,Punjab
faisalabad,house,1 Kanal,"PKR
9 Crore",For Sale,"Wapda City, Faisalabad, Punjab",2024.0,,,90000000.0,5445.0,High,New,16528.92561983471,Punjab
faisalabad,house,1 Kanal,"PKR
11 Crore",For Sale,"Wapda City, Faisalabad, Punjab",,,,110000000.0,5445.0,High,,20202.0202020202,Punjab
faisalabad,house,15 Marla,"PKR
5.8 Crore",For Sale,"Wapda City, Faisalabad, Punjab",2024.0,,,58000000.0,4083.75,High,New,14202.632384450566,Punjab
faisalabad,house,18 Marla,"PKR
4.95 Crore",For Sale,"Shadman Colony, Faisalabad, Punjab",2023.0,7.0,6.0,49500000.0,4900.5,Mid,New,10101.0101010101,Punjab
faisalabad,house,2.5 Marla,"PKR
75 Lakh",For Sale,"Satiana Road, Faisalabad, Punjab",2022.0,3.0,3.0,7500000.0,6806.25,Low,New,1101.9283746556473,Punjab
faisalabad,house,10 Marla,"PKR
2.6 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2023.0,5.0,5.0,26000000.0,2722.5,Mid,New,9550.045913682277,Punjab
faisalabad,house,5 Marla,"PKR
1.4 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2022.0,4.0,4.0,14000000.0,1361.25,Mid,New,10284.664830119376,Punjab
faisalabad,house,2.5 Marla,"PKR
75 Lakh",For Sale,"Satiana Road, Faisalabad, Punjab",2022.0,3.0,3.0,7500000.0,6806.25,Low,New,1101.9283746556473,Punjab
faisalabad,house,12 Marla,"PKR
2.85 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2020.0,5.0,5.0,28500000.0,3267.0,Mid,New,8723.599632690542,Punjab
faisalabad,house,7 Marla,"PKR
1.4 Crore",For Sale,"Sitara Supreme City, Faisalabad, Punjab",2024.0,,,14000000.0,1905.75,Mid,New,7346.189164370982,Punjab
faisalabad,house,2 Marla,"PKR
43 Lakh",For Sale,"Satiana Road, Faisalabad, Punjab",2018.0,,,4300000.0,544.5,Low,New,7897.153351698807,Punjab
faisalabad,house,2 Marla,"PKR
75 Lakh",For Sale,"Gulberg Valley, Faisalabad, Punjab",2016.0,,,7500000.0,544.5,Low,New,13774.104683195592,Punjab
faisalabad,house,4 Marla,"PKR
1.25 Crore",For Sale,"Lower Canal Road, Faisalabad, Punjab",,,,12500000.0,1089.0,Mid,,11478.42056932966,Punjab
faisalabad,house,5 Marla,"PKR
1.4 Crore",For Sale,"Jaranwala Road, Faisalabad, Punjab",2024.0,,4.0,14000000.0,1361.25,Mid,New,10284.664830119376,Punjab
faisalabad,house,3 Marla,"PKR
1.05 Crore",For Sale,"Gulberg Valley, Faisalabad, Punjab",2014.0,3.0,4.0,10500000.0,816.75,Mid,Moderate,12855.831037649219,Punjab
faisalabad,house,3.2 Marla,"PKR
62 Lakh",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,3.0,2.0,6200000.0,8712.0,Low,New,711.6620752984389,Punjab
faisalabad,house,2 Marla,"PKR
38 Lakh",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,1.0,2.0,3800000.0,544.5,Low,New,6978.879706152434,Punjab
faisalabad,house,5 Marla,"PKR
1.3 Crore",For Sale,"Kehkishan Colony No 1, Faisalabad, Punjab",2021.0,,,13000000.0,1361.25,Mid,New,9550.045913682277,Punjab
faisalabad,house,3 Marla,"PKR
1.05 Crore",For Sale,"Gulberg Valley, Faisalabad, Punjab",2024.0,,,10500000.0,816.75,Mid,New,12855.831037649219,Punjab
faisalabad,house,4 Marla,"PKR
1.35 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2022.0,,,13500000.0,1089.0,Mid,New,12396.694214876034,Punjab
faisalabad,house,4 Marla,"PKR
1.5 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,,,15000000.0,1089.0,Mid,New,13774.104683195592,Punjab
faisalabad,house,5 Marla,"PKR
1.39 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2020.0,,,13899999.999999998,1361.25,Mid,New,10211.202938475664,Punjab
faisalabad,house,7 Marla,"PKR
3.5 Crore",For Sale,"Samundari Road, Faisalabad, Punjab",2023.0,,,35000000.0,1905.75,Mid,New,18365.472910927456,Punjab
faisalabad,house,5 Marla,"PKR
2.2 Crore",For Sale,"Samundari Road, Faisalabad, Punjab",,4.0,5.0,22000000.0,1361.25,Mid,,16161.61616161616,Punjab
faisalabad,house,3 Marla,"PKR
1.45 Crore",For Sale,"Eden Gardens, Faisalabad, Punjab",2022.0,3.0,3.0,14500000.0,816.75,Mid,New,17753.290480563206,Punjab
faisalabad,house,6 Marla,"PKR
3.1 Crore",For Sale,"Canal Road, Faisalabad, Punjab",,,,31000000.0,1633.5,Mid,,18977.655341291706,Punjab
faisalabad,house,5 Marla,"PKR
1.35 Crore",For Sale,"Daewoo Road, Faisalabad, Punjab",2025.0,,,13500000.0,1361.25,Mid,New,9917.355371900827,Punjab
faisalabad,house,2 Kanal,"PKR
20 Crore",For Sale,"Ghulam Mohammad Abad, Faisalabad, Punjab",,,,200000000.0,10890.0,High,,18365.472910927456,Punjab
faisalabad,house,15 Marla,"PKR
4.75 Crore",For Sale,"Wapda City, Faisalabad, Punjab",1999.0,,,47500000.0,4083.75,Mid,Old,11631.466176920723,Punjab
faisalabad,house,1 Kanal,"PKR
4 Crore",For Sale,"Muslim Town, Faisalabad, Punjab",,6.0,7.0,40000000.0,5445.0,Mid,,7346.189164370982,Punjab
faisalabad,house,7 Marla,"PKR
3.7 Crore",For Sale,"Canal Road, Faisalabad, Punjab",,5.0,5.0,37000000.0,1905.75,Mid,,19414.928505837597,Punjab
faisalabad,house,7 Marla,"PKR
2.2 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2016.0,,,22000000.0,1905.75,Mid,New,11544.011544011544,Punjab
faisalabad,house,5 Marla,"PKR
1.6 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2024.0,,,16000000.0,1361.25,Mid,New,11753.902662993572,Punjab
faisalabad,house,10 Marla,"PKR
3.25 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2023.0,,,32500000.0,2722.5,Mid,New,11937.557392102846,Punjab
faisalabad,house,10 Marla,"PKR
3 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2024.0,,,30000000.0,2722.5,Mid,New,11019.283746556473,Punjab
faisalabad,house,10 Marla,"PKR
3 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,,,30000000.0,2722.5,Mid,New,11019.283746556473,Punjab
faisalabad,house,10 Marla,"PKR
3.25 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",,,,32500000.0,2722.5,Mid,,11937.557392102846,Punjab
faisalabad,house,7 Marla,"PKR
2.2 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2016.0,,,22000000.0,1905.75,Mid,New,11544.011544011544,Punjab
faisalabad,house,5 Marla,"PKR
1.65 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",,,,16500000.0,1361.25,Mid,,12121.212121212122,Punjab
faisalabad,house,5 Marla,"PKR
1.6 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2018.0,,,16000000.0,1361.25,Mid,New,11753.902662993572,Punjab
faisalabad,house,5 Marla,"PKR
1.2 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2016.0,,,12000000.0,1361.25,Mid,New,8815.426997245178,Punjab
faisalabad,house,7 Marla,"PKR
2.2 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2016.0,,,22000000.0,1905.75,Mid,New,11544.011544011544,Punjab
faisalabad,house,5 Marla,"PKR
1.6 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2024.0,,,16000000.0,1361.25,Mid,New,11753.902662993572,Punjab
faisalabad,house,10 Marla,"PKR
3.25 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2023.0,,,32500000.0,2722.5,Mid,New,11937.557392102846,Punjab
faisalabad,house,10 Marla,"PKR
3 Crore",For Sale,"Punjab Govt Servants Housing Foundation, Faisalabad, Punjab",2024.0,,,30000000.0,2722.5,Mid,New,11019.283746556473,Punjab
faisalabad,house,10 Marla,"PKR
3 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2024.0,,,30000000.0,2722.5,Mid,New,11019.283746556473,Punjab
faisalabad,house,10 Marla,"PKR
3.25 Crore",For Sale,"Satiana Road, Faisalabad, Punjab",2023.0,,,32500000.0,2722.5,Mid,New,11937.557392102846,Punjab
