City,Type,Area,Price,Purpose,Location,Built in year,Bedrooms,Bathrooms,price,Area_sqft,price_category,property_age_group,price_per_sqft,region
gujranwala,house,5 Marla,"PKR
60 Thousand",For ,"Canal View Housing Scheme, Gujranwala, Punjab",,4.0,4.0,60000.0,1361.25,Low,,44.07713498622589,Punjab
gujranwala,house,5 Marla,"PKR
50 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,3.0,4.0,50000.0,1361.25,Low,,36.73094582185491,Punjab
gujranwala,house,1 Kanal,"PKR
1.5 Lakh",For ,"DC Colony, Gujranwala, Punjab",,6.0,6.0,150000.0,5445.0,Low,,27.548209366391184,Punjab
gujranwala,house,5 Marla,"PKR
55 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,4.0,4.0,55000.0,1361.25,Low,,40.4040404040404,Punjab
gujranwala,house,5 Marla,"PKR
50 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,4.0,4.0,50000.0,1361.25,Low,,36.73094582185491,Punjab
gujranwala,house,10 Marla,"PKR
90 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,5.0,5.0,90000.0,2722.5,Low,,33.05785123966942,Punjab
gujranwala,house,10 Marla,"PKR
1 Lakh",For ,"Citi Housing Society, Gujranwala, Punjab",,5.0,5.0,100000.0,2722.5,Low,,36.73094582185491,Punjab
gujranwala,house,10 Marla,"PKR
95 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,5.0,5.0,95000.0,2722.5,Low,,34.89439853076217,Punjab
gujranwala,flat,4 Marla,"PKR
40 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,2.0,2.0,40000.0,1089.0,Low,,36.73094582185491,Punjab
gujranwala,flat,4 Marla,"PKR
45 Thousand",For ,"Eminabad More, Gujranwala, Punjab",,2.0,2.0,45000.0,1089.0,Low,,41.32231404958678,Punjab
gujranwala,house,1 Kanal,"PKR
1.4 Lakh",For ,"DC Colony, Gujranwala, Punjab",,5.0,6.0,140000.0,5445.0,Low,,25.711662075298438,Punjab
gujranwala,house,5 Marla,"PKR
60 Thousand",For ,"Master City Housing Scheme, Gujranwala, Punjab",,5.0,5.0,60000.0,1361.25,Low,,44.07713498622589,Punjab
gujranwala,house,7 Marla,"PKR
70 Thousand",For ,"Satellite Town, Gujranwala, Punjab",,4.0,5.0,70000.0,1905.75,Low,,36.73094582185491,Punjab
gujranwala,house,1 Kanal,"PKR
1.4 Lakh",For ,"Garden Town, Gujranwala, Punjab",2025.0,5.0,6.0,140000.0,5445.0,Low,New,25.711662075298438,Punjab
gujranwala,lower portion,5 Marla,"PKR
27 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",2025.0,2.0,2.0,27000.0,1361.25,Low,New,19.834710743801654,Punjab
gujranwala,flat,5 Marla,"PKR
20 Thousand",For ,"DC Colony, Gujranwala, Punjab",2013.0,2.0,2.0,20000.0,1361.25,Low,Moderate,14.692378328741965,Punjab
gujranwala,house,10 Marla,"PKR
90 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,5.0,5.0,90000.0,2722.5,Low,,33.05785123966942,Punjab
gujranwala,house,10 Marla,"PKR
95 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,5.0,5.0,95000.0,2722.5,Low,,34.89439853076217,Punjab
gujranwala,house,5 Marla,"PKR
55 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,3.0,4.0,55000.0,1361.25,Low,,40.4040404040404,Punjab
gujranwala,house,10 Marla,"PKR
80 Thousand",For ,"DC Colony, Gujranwala, Punjab",2018.0,5.0,6.0,80000.0,2722.5,Low,New,29.38475665748393,Punjab
gujranwala,house,10 Marla,"PKR
85 Thousand",For ,"DC Colony, Gujranwala, Punjab",,5.0,6.0,85000.0,2722.5,Low,,31.221303948576676,Punjab
gujranwala,upper portion,1 Kanal,"PKR
80 Thousand",For ,"DC Colony, Gujranwala, Punjab",2023.0,3.0,3.0,80000.0,5445.0,Low,New,14.692378328741965,Punjab
gujranwala,house,5 Marla,"PKR
50 Thousand",For ,"DC Colony, Gujranwala, Punjab",,3.0,3.0,50000.0,1361.25,Low,,36.73094582185491,Punjab
gujranwala,house,10 Marla,"PKR
85 Thousand",For ,"DC Colony, Gujranwala, Punjab",,5.0,5.0,85000.0,2722.5,Low,,31.221303948576676,Punjab
gujranwala,house,4 Marla,"PKR
25 Thousand",For ,"Jalil Town, Gujranwala, Punjab",2024.0,2.0,3.0,25000.0,1089.0,Low,New,22.95684113865932,Punjab
gujranwala,house,5 Marla,"PKR
50 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",,4.0,4.0,50000.0,1361.25,Low,,36.73094582185491,Punjab
gujranwala,upper portion,10 Marla,"PKR
45 Thousand",For ,"DC Colony, Gujranwala, Punjab",,3.0,3.0,45000.0,2722.5,Low,,16.52892561983471,Punjab
gujranwala,house,1 Kanal,"PKR
1.5 Lakh",For ,"DC Colony, Gujranwala, Punjab",2025.0,5.0,6.0,150000.0,5445.0,Low,New,27.548209366391184,Punjab
gujranwala,house,5 Marla,"PKR
75 Thousand",For ,"DC Colony, Gujranwala, Punjab",2015.0,3.0,3.0,75000.0,1361.25,Low,Moderate,55.09641873278237,Punjab
gujranwala,house,10 Marla,"PKR
1.1 Lakh",For ,"DC Colony, Gujranwala, Punjab",,4.0,4.0,110000.0,2722.5,Low,,40.4040404040404,Punjab
gujranwala,house,10 Marla,"PKR
1 Lakh",For ,"Citi Housing Society, Gujranwala, Punjab",2025.0,5.0,5.0,100000.0,2722.5,Low,New,36.73094582185491,Punjab
gujranwala,house,6 Marla,"PKR
30 Thousand",For ,"Sialkot Bypass, Gujranwala, Punjab",,4.0,2.0,30000.0,1633.5,Low,,18.365472910927455,Punjab
gujranwala,house,5 Marla,"PKR
70 Thousand",For ,"Garden Town, Gujranwala, Punjab",,4.0,5.0,70000.0,1361.25,Low,,51.423324150596876,Punjab
gujranwala,house,10 Marla,"PKR
1 Lakh",For ,"Garden Town, Gujranwala, Punjab",,5.0,6.0,100000.0,2722.5,Low,,36.73094582185491,Punjab
gujranwala,flat,3 Marla,"PKR
25 Thousand",For ,"DC Colony, Gujranwala, Punjab",2024.0,2.0,2.0,25000.0,816.75,Low,New,30.609121518212426,Punjab
gujranwala,house,5 Marla,"PKR
38 Thousand",For ,"Jalil Town, Gujranwala, Punjab",2022.0,5.0,4.0,38000.0,1361.25,Low,New,27.915518824609734,Punjab
gujranwala,house,4 Marla,"PKR
35 Thousand",For ,"Jalil Town, Gujranwala, Punjab",2025.0,4.0,4.0,35000.0,1089.0,Low,New,32.13957759412305,Punjab
gujranwala,house,5 Marla,"PKR
45 Thousand",For ,"DHA Defence, Gujranwala, Punjab",,3.0,3.0,45000.0,1361.25,Low,,33.05785123966942,Punjab
gujranwala,house,5 Marla,"PKR
48 Thousand",For ,"Citi Housing Society, Gujranwala, Punjab",2017.0,5.0,4.0,48000.0,1361.25,Low,New,35.26170798898072,Punjab
gujranwala,flat,0 Marla,"PKR
13 Thousand",For ,"Jalil Town, Gujranwala, Punjab",,1.0,2.0,13000.0,0.0,Low,,inf,Punjab
gujranwala,house,10 Marla,"PKR
1 Lakh",For ,"Rahwali Cantt, Gujranwala, Punjab",,3.0,3.0,100000.0,2722.5,Low,,36.73094582185491,Punjab
peshawar,upper portion,5 Marla,"PKR
36 Thousand",For ,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2024.0,3.0,3.0,36000.0,1361.25,Low,New,26.446280991735538,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
2.5 Lakh",For ,"Shami Road, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,250000.0,5445.0,Low,,45.91368227731864,Khyber Pakhtunkhwa
peshawar,flat,5.8 Marla,"PKR
80 Thousand",For ,"Old Bara Road, Peshawar, Khyber Pakhtunkhwa",2024.0,3.0,3.0,80000.0,15790.5,Low,New,5.066337354738609,Khyber Pakhtunkhwa
peshawar,flat,2.7 Marla,"PKR
65 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,1.0,1.0,65000.0,7350.75,Low,,8.842635105261367,Khyber Pakhtunkhwa
peshawar,flat,10 Marla,"PKR
95 Thousand",For ,"Askari 6, Peshawar, Khyber Pakhtunkhwa",,3.0,4.0,95000.0,2722.5,Low,,34.89439853076217,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
1.6 Lakh",For ,"Askari 5, Peshawar, Khyber Pakhtunkhwa",,5.0,6.0,160000.0,2722.5,Low,,58.76951331496786,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
1.8 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2010.0,5.0,5.0,180000.0,5445.0,Low,Moderate,33.05785123966942,Khyber Pakhtunkhwa
peshawar,flat,5.6 Marla,"PKR
82 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,3.0,2.0,82000.0,15246.0,Low,,5.37845992391447,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
40 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,40000.0,1361.25,Low,,29.38475665748393,Khyber Pakhtunkhwa
peshawar,flat,2 Marla,"PKR
17 Thousand",For ,"Saddar, Peshawar, Khyber Pakhtunkhwa",,2.0,1.0,17000.0,544.5,Low,,31.221303948576676,Khyber Pakhtunkhwa
peshawar,upper portion,2 Marla,"PKR
17 Thousand",For ,"Saddar, Peshawar, Khyber Pakhtunkhwa",,2.0,1.0,17000.0,544.5,Low,,31.221303948576676,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
6 Lakh",For ,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,7.0,,600000.0,5445.0,Low,,110.19283746556474,Khyber Pakhtunkhwa
peshawar,upper portion,1 Kanal,"PKR
1.1 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2019.0,3.0,3.0,110000.0,5445.0,Low,New,20.2020202020202,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.2 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2023.0,8.0,,120000.0,1361.25,Low,New,88.15426997245179,Khyber Pakhtunkhwa
peshawar,flat,5.1 Marla,"PKR
65 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,2.0,2.0,65000.0,13884.75,Low,,4.681395055726607,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
1.3 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2014.0,6.0,6.0,130000.0,5445.0,Low,Moderate,23.875114784205692,Khyber Pakhtunkhwa
peshawar,house,1.5 Marla,"PKR
25 Thousand",For ,"Gulberg, Peshawar, Khyber Pakhtunkhwa",2024.0,3.0,3.0,25000.0,4083.75,Low,New,6.1218243036424855,Khyber Pakhtunkhwa
peshawar,upper portion,1 Kanal,"PKR
1 Lakh",For ,"DHA Defence, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,100000.0,5445.0,Low,,18.365472910927455,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
1.5 Lakh",For ,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2023.0,9.0,6.0,150000.0,2722.5,Low,New,55.09641873278237,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
1.4 Lakh",For ,"Askari 5, Peshawar, Khyber Pakhtunkhwa",,4.0,4.0,140000.0,2722.5,Low,,51.423324150596876,Khyber Pakhtunkhwa
peshawar,lower portion,7 Marla,"PKR
85 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2018.0,6.0,4.0,85000.0,1905.75,Low,New,44.601862783680964,Khyber Pakhtunkhwa
peshawar,lower portion,10 Marla,"PKR
1.1 Lakh",For ,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2024.0,7.0,7.0,110000.0,2722.5,Low,New,40.4040404040404,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
1.1 Lakh",For ,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,7.0,,110000.0,5445.0,Low,,20.2020202020202,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
50 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,50000.0,1361.25,Low,,36.73094582185491,Khyber Pakhtunkhwa
peshawar,flat,5.6 Marla,"PKR
85 Thousand",For ,"Askari 6, Peshawar, Khyber Pakhtunkhwa",2025.0,3.0,4.0,85000.0,15246.0,Low,New,5.5752328479601205,Khyber Pakhtunkhwa
peshawar,upper portion,1 Kanal,"PKR
65 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,65000.0,5445.0,Low,,11.937557392102846,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
57 Thousand",For ,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,5.0,5.0,57000.0,1361.25,Low,New,41.8732782369146,Khyber Pakhtunkhwa
peshawar,upper portion,5 Marla,"PKR
40 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,40000.0,1361.25,Low,,29.38475665748393,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
75 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,5.0,4.0,75000.0,2722.5,Low,,27.548209366391184,Khyber Pakhtunkhwa
peshawar,flat,5.6 Marla,"PKR
46 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,3.0,2.0,46000.0,15246.0,Low,,3.0171848353666535,Khyber Pakhtunkhwa
peshawar,upper portion,1 Kanal,"PKR
75 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2023.0,3.0,3.0,75000.0,5445.0,Low,New,13.774104683195592,Khyber Pakhtunkhwa
peshawar,upper portion,1.1 Kanal,"PKR
85 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,4.0,3.0,85000.0,59895.0,Low,,1.419150179480758,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
40 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,40000.0,1905.75,Low,,20.989111898202808,Khyber Pakhtunkhwa
peshawar,house,8 Marla,"PKR
1.2 Lakh",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,120000.0,2178.0,Low,,55.09641873278237,Khyber Pakhtunkhwa
peshawar,lower portion,5 Marla,"PKR
50 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,4.0,4.0,50000.0,1361.25,Low,,36.73094582185491,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
1.1 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,6.0,5.0,110000.0,2722.5,Low,,40.4040404040404,Khyber Pakhtunkhwa
peshawar,upper portion,7 Marla,"PKR
50 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,50000.0,1905.75,Low,,26.23638987275351,Khyber Pakhtunkhwa
peshawar,upper portion,5 Marla,"PKR
35 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,2.0,35000.0,1361.25,Low,,25.711662075298438,Khyber Pakhtunkhwa
peshawar,upper portion,10 Marla,"PKR
50 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,50000.0,2722.5,Low,,18.365472910927455,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
1.1 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,110000.0,2722.5,Low,,40.4040404040404,Khyber Pakhtunkhwa
peshawar,upper portion,12 Marla,"PKR
75 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,4.0,4.0,75000.0,3267.0,Low,,22.95684113865932,Khyber Pakhtunkhwa
peshawar,house,2 Kanal,"PKR
3.5 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,,,350000.0,10890.0,Low,,32.13957759412305,Khyber Pakhtunkhwa
peshawar,upper portion,1 Kanal,"PKR
1 Lakh",For ,"DHA Defence, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,100000.0,5445.0,Low,,18.365472910927455,Khyber Pakhtunkhwa
peshawar,lower portion,10 Marla,"PKR
1 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2000.0,6.0,6.0,100000.0,2722.5,Low,Old,36.73094582185491,Khyber Pakhtunkhwa
peshawar,house,14 Marla,"PKR
1.65 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2019.0,9.0,,165000.0,3811.5,Low,New,43.29004329004329,Khyber Pakhtunkhwa
peshawar,house,14 Marla,"PKR
1.7 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,9.0,,170000.0,3811.5,Low,,44.601862783680964,Khyber Pakhtunkhwa
peshawar,lower portion,7 Marla,"PKR
85 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,6.0,4.0,85000.0,1905.75,Low,,44.601862783680964,Khyber Pakhtunkhwa
peshawar,room,0.4 Marla,"PKR
6.5 Thousand",For ,"Sunehri Masjid Road, Peshawar, Khyber Pakhtunkhwa",,1.0,1.0,6500.0,1089.0,Low,,5.968778696051423,Khyber Pakhtunkhwa
peshawar,room,0.4 Marla,"PKR
6.5 Thousand",For ,"Sunehri Masjid Road, Peshawar, Khyber Pakhtunkhwa",,1.0,1.0,6500.0,1089.0,Low,,5.968778696051423,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
1.65 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2023.0,9.0,6.0,165000.0,5445.0,Low,New,30.303030303030305,Khyber Pakhtunkhwa
peshawar,lower portion,5 Marla,"PKR
70 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,70000.0,1361.25,Low,,51.423324150596876,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
95 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,95000.0,1361.25,Low,,69.78879706152433,Khyber Pakhtunkhwa
peshawar,flat,2.7 Marla,"PKR
65 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",2025.0,1.0,1.0,65000.0,7350.75,Low,New,8.842635105261367,Khyber Pakhtunkhwa
peshawar,flat,2.6 Marla,"PKR
60 Thousand",For ,"Arbab Road, Peshawar, Khyber Pakhtunkhwa",2020.0,1.0,1.0,60000.0,7078.5,Low,New,8.47637211273575,Khyber Pakhtunkhwa
peshawar,lower portion,5 Marla,"PKR
46 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2024.0,4.0,3.0,46000.0,1361.25,Low,New,33.79247015610652,Khyber Pakhtunkhwa
peshawar,room,0.4 Marla,"PKR
6.5 Thousand",For ,"Saddar, Peshawar, Khyber Pakhtunkhwa",,1.0,1.0,6500.0,1089.0,Low,,5.968778696051423,Khyber Pakhtunkhwa
peshawar,flat,10 Marla,"PKR
95 Thousand",For ,"Askari 6, Peshawar, Khyber Pakhtunkhwa",2019.0,4.0,4.0,95000.0,2722.5,Low,New,34.89439853076217,Khyber Pakhtunkhwa
peshawar,house,0.1 Marla,"PKR
1.8 Lakh",For ,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",,10.0,6.0,180000.0,272.25,Low,,661.1570247933885,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
70 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,70000.0,1361.25,Low,,51.423324150596876,Khyber Pakhtunkhwa
peshawar,flat,4.4 Marla,"PKR
45 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,2.0,2.0,45000.0,11979.0,Low,,3.756574004507889,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
2.2 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2019.0,8.0,,220000.00000000003,5445.0,Low,New,40.40404040404041,Khyber Pakhtunkhwa
peshawar,upper portion,10 Marla,"PKR
70 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,70000.0,2722.5,Low,,25.711662075298438,Khyber Pakhtunkhwa
peshawar,house,14 Marla,"PKR
2.5 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2025.0,9.0,6.0,250000.0,3811.5,Low,New,65.59097468188378,Khyber Pakhtunkhwa
peshawar,lower portion,5 Marla,"PKR
40 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,40000.0,1361.25,Low,,29.38475665748393,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
1.5 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,150000.0,5445.0,Low,,27.548209366391184,Khyber Pakhtunkhwa
peshawar,lower portion,3 Marla,"PKR
36 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,4.0,4.0,36000.0,816.75,Low,,44.07713498622589,Khyber Pakhtunkhwa
peshawar,lower portion,5 Marla,"PKR
35 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2000.0,3.0,3.0,35000.0,1361.25,Low,Old,25.711662075298438,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
1.5 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2010.0,8.0,,150000.0,5445.0,Low,Moderate,27.548209366391184,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
1.8 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2020.0,7.0,,180000.0,2722.5,Low,New,66.11570247933884,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
1.5 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2025.0,9.0,,150000.0,2722.5,Low,New,55.09641873278237,Khyber Pakhtunkhwa
peshawar,flat,5.3 Marla,"PKR
47 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",2023.0,2.0,2.0,47000.0,14429.25,Low,New,3.2572725540135488,Khyber Pakhtunkhwa
peshawar,flat,2.8 Marla,"PKR
50 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,1.0,1.0,50000.0,7623.0,Low,,6.559097468188377,Khyber Pakhtunkhwa
peshawar,flat,7.6 Marla,"PKR
60 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,4.0,4.0,60000.0,20691.0,Low,,2.899811512251704,Khyber Pakhtunkhwa
peshawar,flat,14 Marla,"PKR
2 Lakh",For ,"University Road, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,200000.0,3811.5,Low,,52.47277974550702,Khyber Pakhtunkhwa
peshawar,lower portion,3 Marla,"PKR
40 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2025.0,4.0,4.0,40000.0,816.75,Low,New,48.974594429139884,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
1.4 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2025.0,9.0,6.0,140000.0,2722.5,Low,New,51.423324150596876,Khyber Pakhtunkhwa
peshawar,penthouse,14 Marla,"PKR
2 Lakh",For ,"University Road, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,200000.0,3811.5,Low,,52.47277974550702,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
90 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,4.0,4.0,90000.0,1905.75,Low,,47.22550177095631,Khyber Pakhtunkhwa
peshawar,room,5 Marla,"PKR
13 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,1.0,1.0,13000.0,1361.25,Low,,9.550045913682277,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
1.9 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2023.0,8.0,,190000.0,5445.0,Low,New,34.89439853076217,Khyber Pakhtunkhwa
peshawar,flat,5.3 Marla,"PKR
85 Thousand",For ,"Old Bara Road, Peshawar, Khyber Pakhtunkhwa",,2.0,2.0,85000.0,14429.25,Low,,5.890812065769184,Khyber Pakhtunkhwa
peshawar,flat,6.2 Marla,"PKR
1.2 Lakh",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",2024.0,3.0,3.0,120000.0,16879.5,Low,New,7.109215320359016,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
85 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,4.0,4.0,85000.0,1361.25,Low,,62.44260789715335,Khyber Pakhtunkhwa
peshawar,upper portion,5 Marla,"PKR
45 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2025.0,3.0,3.0,45000.0,1361.25,Low,New,33.05785123966942,Khyber Pakhtunkhwa
peshawar,upper portion,5 Marla,"PKR
35 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,35000.0,1361.25,Low,,25.711662075298438,Khyber Pakhtunkhwa
peshawar,room,5 Marla,"PKR
15 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,1.0,1.0,15000.0,1361.25,Low,,11.019283746556473,Khyber Pakhtunkhwa
peshawar,flat,6.2 Marla,"PKR
57 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,57000.0,16879.5,Low,,3.376877277170532,Khyber Pakhtunkhwa
peshawar,flat,5.3 Marla,"PKR
85 Thousand",For ,"Old Bara Road, Peshawar, Khyber Pakhtunkhwa",2023.0,2.0,2.0,85000.0,14429.25,Low,New,5.890812065769184,Khyber Pakhtunkhwa
peshawar,house,2 Marla,"PKR
28 Thousand",For ,"Zaryab Colony, Peshawar, Khyber Pakhtunkhwa",2024.0,3.0,3.0,28000.0,544.5,Low,New,51.423324150596876,Khyber Pakhtunkhwa
peshawar,upper portion,10 Marla,"PKR
50 Thousand",For ,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2022.0,3.0,3.0,50000.0,2722.5,Low,New,18.365472910927455,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
60 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2025.0,4.0,3.0,60000.0,1361.25,Low,New,44.07713498622589,Khyber Pakhtunkhwa
peshawar,flat,5.1 Marla,"PKR
48 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",,2.0,2.0,48000.0,13884.75,Low,,3.4570301949981093,Khyber Pakhtunkhwa
peshawar,flat,2.9 Marla,"PKR
55 Thousand",For ,"University Town, Peshawar, Khyber Pakhtunkhwa",2024.0,1.0,1.0,55000.0,7895.25,Low,New,6.966213862765587,Khyber Pakhtunkhwa
peshawar,lower portion,3 Marla,"PKR
26 Thousand",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,2.0,2.0,26000.0,816.75,Low,,31.833486378940925,Khyber Pakhtunkhwa
peshawar,house,14 Marla,"PKR
2 Lakh",For ,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,9.0,,200000.0,3811.5,Low,,52.47277974550702,Khyber Pakhtunkhwa
peshawar,lower portion,6 Marla,"PKR
32 Thousand",For ,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,32000.0,1633.5,Low,,19.589837771655954,Khyber Pakhtunkhwa
